turismoi_slug_place|turismoi_city_name|turismoi_country|turismoi_latitude|turismoi_longitude|travelC_provider_code|travelC_city_name|travelC_country|travelC_latitude|travelC_longitude
isla-cristina|Isla Cristina|SPAIN (ES)|NULL|NULL|LUS-15|Isla Cristina|SVQ|37.199167|-7.321389
matalascanas|Matalascañas|SPAIN (ES)|NULL|NULL|LUS-25|Matalascañas|SVQ|36.998254|-6.551621
chiclana-de-la-frontera|Chiclana de la Frontera|SPAIN (ES)|NULL|NULL|LUZ-15|Chiclana de la Frontera|XRY|36.416505|-6.14611
chipiona|Chipiona|SPAIN (ES)|NULL|NULL|LUZ-20|Chipiona|XRY|36.7378531|-6.4376642
conil-de-la-frontera|Conil de la Frontera|SPAIN (ES)|NULL|NULL|LUZ-25|Conil de la Frontera|XRY|36.278099|-6.086207
ronda|Ronda|SPAIN (ES)|NULL|NULL|MAL-60|Ronda|AGP|36.746209|-5.161225
metepec|Metepec|MEXICO (MX)|NULL|NULL|MDF-10|Metepec|TLC|19.2528864|-99.59855099999999
tepotzotlan|Tepotzotlán|MEXICO (MX)|NULL|NULL|MDF-30|Tepotzotlan|MEX|19.7185096|-99.2065202
merida|Mérida|MEXICO (MX)|NULL|NULL|MER-10|Merida |MID|20.97|-89.62
chichen-itza|Chichen Itza|MEXICO (MX)|NULL|NULL|MER-20|Chichen-Itza|MID|20.6783333|-88.56888879999997
cuautitlan|Cuautitlán|MEXICO (MX)|NULL|NULL|MEX-77|Cuautitlan|MEX|19.646144279333953|-99.19967651367189
cartagena|Cartagena|SPAIN (ES)|37.6|-0.981944|MJV-20|Cartagena|MJV|37.68695719816848|-1.0491787246428432
patzcuaro|Pátzcuaro|MEXICO (MX)|NULL|NULL|PTZ-2|Pátzcuaro|UPN|19.518195293960623|-101.61289019946709
gijon|Gijón|SPAIN (ES)|NULL|NULL|GJN-1|Gijón|OVD|43.53160237920915|-5.66716730638754
llanes|Llanes|SPAIN (ES)|NULL|NULL|OVD-60|Llanes|SDR|43.421148|-4.756216
playa-del-carmen|Playa del Carmen|MEXICO (MX)|NULL|NULL|PCM-10|Playa del Carmen|CUN|20.646298535891304|-87.08784580781784
tulum|Tulum|MEXICO (MX)|NULL|NULL|PCM-30|Tulum|CUN|20.21|-87.46
salou|Salou|SPAIN (ES)|NULL|NULL|SAL-10|Salou|REU|41.077778|1.128889
chubut|Chubut|ARGENTINA (AR)|NULL|NULL|TOUCHU|Chubut|PMY|-43.3|-65.1
corrientes|Corrientes|ARGENTINA (AR)|NULL|NULL|TOUCOR|Corrientes|RES|-27.483333|-58.816667
misiones|Misiones|ARGENTINA (AR)|NULL|NULL|TOUMIS|Misiones|PSS|-27.392497540937864|-55.92041015625001
vigo|Vigo|SPAIN (ES)|NULL|NULL|VIG-99|Vigo|VGO|42.240599|-8.720727
salvatierra|Salvatierra|MEXICO (MX)|NULL|NULL|Fake-11|Salvatierra|BJX|20.2090023|-100.88184009999998
la-plata|La Plata|ARGENTINA (AR)|NULL|NULL|LAP-123|La Plata|LPG|-34.920495|-57.953566
alajuela|Alajuela|COSTA RICA (CR)|NULL|NULL|300|Alajuela|FON|10.391583|-84.4382721
quepos|Quepos|COSTA RICA (CR)|NULL|NULL|328|Quepos|XQP|9.432143|-84.16151
baeza|Baeza|SPAIN (ES)|NULL|NULL|BAE|Baeza|JAE|37.995803|-3.467401
iguala-de-la-independencia|Iguala de la Independencia|MEXICO (MX)|NULL|NULL|IGI|Iguala de la Independencia|MEX|18.3448477|-99.53973439999999
la-rioja|La Rioja|ARGENTINA (AR)|NULL|NULL|IRJ|La Rioja|IRJ|-29.448035389420514|-66.85129802674057
nuevo-laredo|Nuevo Laredo|MEXICO (MX)|NULL|NULL|NLD|Nuevo Laredo|NLD|27.479698247982427|-99.51591930305241
rancagua|Rancagua|CHILE (CL)|NULL|NULL|RNA|Rancagua|SCL|-34.170132|-70.740626
banos|Baños|ECUADOR (EC)|NULL|NULL|ANB-1|Baños|UIO|-1.4|-78.43
ciego-de-avila|Ciego de Ávila|CUBA (CU)|NULL|NULL|CDA-2|Ciego de Ávila|AVI|21.844354392507825|-78.76514245151814
concordia|Concordia|ARGENTINA (AR)|NULL|NULL|CNC-2|Concordia|COC|-31.39292202932701|-58.0169066019111
yopal|Yopal|COLOMBIA (CO)|NULL|NULL|EYP-1|Yopal|EYP|5.348903|-72.40052300000002
guerrero-negro|Guerrero Negro|MEXICO (MX)|NULL|NULL|GRN-2|Guerrero Negro|GUB|27.97262602159016|-114.03610361918939
coyhaique|Coyhaique|CHILE (CL)|NULL|NULL|GXQ-1|Coyhaique|GXQ|-45.56748354267024|-72.05657178419642
puntarenas|Puntarenas|COSTA RICA (CR)|NULL|NULL|JCO20|Puntarenas|SJO|9.9778439|-84.82942109999999
cazorla|Cazorla|SPAIN (ES)|NULL|NULL|JEN-3|Cazorla|GRX|37.9124527|-3.0038121000000046
juliaca|Juliaca|PERU (PE)|-15.4964|-70.1315|JUL-1|Juliaca|JUL|-15.486422731455649|-70.12597427121365
leticia|Leticia|COLOMBIA (CO)|NULL|NULL|LET-1|Leticia|LET|-4.210149608051278|-69.93484497070314
lanus|Lanús|ARGENTINA (AR)|NULL|NULL|LNS-6|Lanús|AEP|-34.703431559745106|-58.392765309575154
monclova|Monclova|MEXICO (MX)|NULL|NULL|LOV-3|Monclova|LOV|26.902476886279832|-101.40930175781251
collado-villalba|Collado Villalba|SPAIN (ES)|40.6333|-4.00833|MAD45,00|Collado Villalba|MAD|40.6308775|-4.005560500000001
san-rafael|San Rafael|ARGENTINA (AR)|NULL|NULL|MEZ-2|San Rafael|AFA|-34.61923961159946|-68.33461566333426
miramar|Miramar|PANAMA (PA)|NULL|NULL|MRM-2|Miramar|MDQ|-38.26783079180215|-57.84178357204344
la-oliva|La Oliva|SPAIN (ES)|NULL|NULL|OLV-2|La Oliva|ACE|28.615267765944424|-13.92448425292969
pinar-del-rio|Pinar del Río|CUBA (CU)|NULL|NULL|PDR-2|Pinar del Río|LCL|22.425290960936863|-83.6922614186413
parana|Paraná|ARGENTINA (AR)|NULL|NULL|PRA-1|Paraná|PRA|-31.752825793944496|-60.51267970120535
posadas|Posadas|ARGENTINA (AR)|NULL|NULL|PSA-2|Posadas|PSS|-27.36590046188688|-55.894619707028184
cabrera|Cabrera|DOMINICAN REPUBLIC (DO)|NULL|NULL|RPD-2|Cabrera|AZS|19.635409805020558|-69.90966592848909
barichara|Barichara|COLOMBIA (CO)|NULL|NULL|SG1-2|Barichara|BOG|6.630947|-73.1811963
tandil|Tandil|ARGENTINA (AR)|NULL|NULL|TDL-1|Tandil|TDL|-37.3238205399637|-59.13664990919643
villa-de-leyva|Villa De Leyva|COLOMBIA (CO)|NULL|NULL|VDL-1|Villa de Leyva|BOG|5.636499|-73.52705800000001
viterbo|Viterbo|COLOMBIA (CO)|NULL|NULL|VIB-1|Viterbo|PEG|42.41230444242071|12.100067138671877
valdivia|Valdivia|CHILE (CL)|NULL|NULL|-ZAL1,00|Valdivia|ZAL|-39.81182069255033|-73.21836817776786
guardamar-del-segura|Guardamar del Segura|SPAIN (ES)|NULL|NULL|ALC-30|Guardamar del Segura|ALC|38.10778653627413|-0.6845816684653984
barrancabermeja|Barrancabermeja|COLOMBIA (CO)|NULL|NULL|-BRR36,00|Barrancabermeja|EJA|7.0617085|-73.85193190000001
cabo-san-lucas|Cabo San Lucas|MEXICO (MX)|NULL|NULL|CAB-40|Cabo San Lucas|CSL|22.958393318086348|-109.92370605468751
peniscola|Peñíscola|SPAIN (ES)|NULL|NULL|CAZ-10|Peñíscola|VLC|40.359684431918566|0.3856691087619595
chivay|Chivay|PERU (PE)|-15.6367|-71.6021|CHV-87|Chivay|AQP|-15.6388455|-71.60204379999999
motril|Motril|SPAIN (ES)|NULL|NULL|CTR-20|Motril|AGP|36.748975|-3.518036
holguin|Holguín|CUBA (CU)|NULL|NULL|HOL-98|Holguin|HOG|20.8795129|-76.25949809999997
ibague|Ibague|COLOMBIA (CO)|NULL|NULL|IBA-34|Ibague|IBE|4.444675999999999|-75.24243799999999
linares|Linares|MEXICO (MX)|NULL|NULL|LNR-002|Linares|MTY|24.85294306850801|-99.56736864272933
vera|Vera|SPAIN (ES)|NULL|NULL|LEI-50|Vera|LEI|37.2291388|-1.8611011000000417
tossa-de-mar|Tossa de Mar|SPAIN (ES)|NULL|NULL|LLM-30|Tossa de Mar|BCN|41.722499|2.930367
haro|Haro|SPAIN (ES)|NULL|NULL|LOG-20|Haro|RJL|42.5768716|-2.8502301999999418
islantilla|Islantilla|SPAIN (ES)|NULL|NULL|LUS-20|Islantilla|SVQ|37.2108386|-7.2536747
aranjuez|Aranjuez|SPAIN (ES)|40.0333|-3.6166|-MAD21,00|Aranjuez|MAD|40.03287211677227|-3.6048889160156254
nuevo-vallarta|Nuevo Vallarta|MEXICO (MX)|NULL|NULL|NVRT-1|Nuevo Vallarta|PVR|20.699529|-105.291712
otavalo|Otavalo|ECUADOR (EC)|NULL|NULL|OTA-87|Otavalo|UIO|0.2343005|-78.26106720000001
ribadesella|Ribadesella|SPAIN (ES)|43.4459|-5.0834|OVD-17|Ribadesella|OVD|43.463083|-5.056138
pisco|Pisco|PERU (PE)|-13.71|-76.2031|PIS-33|Pisco|PIO|-13.7125368841976|-76.20512008666992
quilmes|Quilmes|ARGENTINA (AR)|NULL|NULL|QLMS-6|Quilmes|AEP|-34.718433111851645|-58.23904693294101
riohacha|Riohacha|COLOMBIA (CO)|NULL|NULL|RIH-87|Riohacha|RCH|11.5384151|-72.91678379999996
uyuni|Uyuni|BOLIVIA (BO)|NULL|NULL|UYU123,00|Uyuni|UYU|-20.461512|-66.8255
finisterre|Finisterre|SPAIN (ES)|42|-9|FNTRR-6|Finisterre|LCG|42.89586856181779|-9.270555987832523
guama|Guamá|CUBA (CU)|NULL|NULL|GUAMA-6|Guama|BYM|19.976643399806278|-76.50477286556594
lagos-de-moreno|Lagos de Moreno|MEXICO (MX)|NULL|NULL|LDMORE-6|Lagos de Moreno|AGU|21.35740837564228|-101.93528539804835
uruapan|Uruapan|MEXICO (MX)|NULL|NULL|URUAPAN-6|Uruapan|UPN|19.41586276770107|-102.05069215132994
pujili|Pujilí|ECUADOR (EC)|NULL|NULL|3VX|Pujili|UIO|-0.9550466294190159|-78.69497854191509
salcedo|Salcedo|ECUADOR (EC)|NULL|NULL|3VY|Salcedo|UIO|-1.0437500506716617|-78.59194732171103
aracataca|Aracataca|COLOMBIA (CO)|NULL|NULL|ATC|Aracataca|SMR|10.590688435532542|-74.18792955742711
esquel|Esquel|ARGENTINA (AR)|NULL|NULL|EQS|Esquel|EQS|-42.91719579225144|-71.32153957689376
santa-elena|Santa Elena|ECUADOR (EC)|NULL|NULL|STE-002|Santa Elena|SNC|-2.2267|-80.8583
neuquen|Neuquén|ARGENTINA (AR)|NULL|NULL|NQ1|Neuquen|NQN|-38.9525|-68.064167
raquira|Ráquira|COLOMBIA (CO)|NULL|NULL|RAQ|Raquira|BOG|5.53811892285934|-73.63295621533914
san-juan-chamula|San Juan Chamula|MEXICO (MX)|NULL|NULL|SJC|San Juan Chamula|VSA|16.798617482239052|-92.68893377059672
sogamoso|Sogamoso|COLOMBIA (CO)|NULL|NULL|SOG|Sogamoso|EYP|5.718846174867693|-72.92719570339084
turrialba|Turrialba|COSTA RICA (CR)|NULL|NULL|SYQ|Turrialba|SYQ|9.907429055992296|-83.68260907330992
tunja|Tunja|COLOMBIA (CO)|NULL|NULL|TNJ|Tunja|EYP|5.5455683|-73.3665142
turbo|Turbo|COLOMBIA (CO)|NULL|NULL|TRB|Turbo|ACD|8.084535466217702|-76.71985918348607
valledupar|Valledupar|COLOMBIA (CO)|NULL|NULL|VUP|Valledupar|VUP|10.483333|-73.25
zipaquira|Zipaquirá|COLOMBIA (CO)|NULL|NULL|ZPQ|Zipaquira|BOG|5.02531596297797|-74.00197333280987
viesca|Viesca|MEXICO (MX)|NULL|NULL|vsc|Viesca|TRC|25.34335734318681|-102.80486804589256
saquisili|Saquisilí|ECUADOR (EC)|NULL|NULL|3VV1|Saquisili|UIO|-0.7086814694238228|-78.65410065934077
acacias|Acacias|COLOMBIA (CO)|NULL|NULL|ACAC|Acacias|VVC|3.985651452135869|-73.75720903893057
filadelfia|Filadelfia|PARAGUAY (PY)|NULL|NULL|ASU1|Filadelfia|ASU|-22.351686810451554|-60.03558392182097
ezeiza|Ezeiza|ARGENTINA (AR)|NULL|NULL|BUE4|Ezeiza|EZE|-34.848733901784854|-58.528330904389406
cajica|Cajicá|COLOMBIA (CO)|NULL|NULL|CAJC|Cajica|BOG|4.919188722641508|-74.02583214418881
catemaco|Catemaco|MEXICO (MX)|NULL|NULL|CATE|Catemaco|MTT|18.4259592|-95.1214908
puerto-rio-tranquilo|Puerto Rio Tranquilo|CHILE (CL)|NULL|NULL|CCH1|Puerto Rio Tranquilo|CCH|-46.62475978931455|-72.67672976726857
san-fernando-del-valle-de-catamarca|San Fernando del Valle de Catamarca|ARGENTINA (AR)|NULL|NULL|CTC1|San Fernando del Valle de Catamarca|CTC|-28.46984536084782|-65.78693735581915
duitama|Duitama|COLOMBIA (CO)|NULL|NULL|DUIT|Duitama|EYP|5.826024002859057|-73.03173579346864
pedernales|Pedernales|ECUADOR (EC)|NULL|NULL|EC12|Pedernales|GYE|0.11168684659998007|-80.03171278232357
santa-fe-de-antioquia|Santa Fe De Antioquía|COLOMBIA (CO)|NULL|NULL|FE-6|Santa Fe de Antioquía|EOH|6.558407564765361|-75.82768226691088
guatavita|Guatavita|COLOMBIA (CO)|NULL|NULL|GUAT|Guatavita|BOG|4.937275218729681|-73.83315592214697
rio-hato|Río Hato|PANAMA (PA)|NULL|NULL|RIO-22|Río Hato|RIH|8.424997964283065|-80.13427132463937
mayari|Mayarí|CUBA (CU)|NULL|NULL|MYRI|Mayari|SCU|20.655863280791195|-75.67546496755836
nemocon|Nemocón|COLOMBIA (CO)|NULL|NULL|NEMC|Nemocon|BOG|5.0666137554923125|-73.87543668557667
oruro|Oruro|BOLIVIA (BO)|NULL|NULL|ORUR|Oruro|ORU|-17.97|-67.12
oiba|Oiba|COLOMBIA (CO)|NULL|NULL|Oiba|Oiba|BGA|6.265060907330678|-73.29891106749405
pitalito|Pitalito|COLOMBIA (CO)|NULL|NULL|PITl|Pitalito|GLJ|1.8453639029998357|-76.04475635670782
concepcion-25753|Concepción|PARAGUAY (PY)|NULL|NULL|PJC1|Concepción|PJC|-23.405830521396297|-57.438790617458366
san-jose-de-chiquitos|San José de Chiquitos|BOLIVIA (BO)|NULL|NULL|QHI1|San José de Chiquitos|SJS|-17.843498717103543|-60.745304817342
quibdo|Quibdó|COLOMBIA (CO)|NULL|NULL|QUIB|Quibdo|UIB|5.688194886665428|-76.65386205813967
resistencia|Resistencia|ARGENTINA (AR)|NULL|NULL|RES1|Resistencia|RES|-27.452698659853276|-58.98809958376239
rionegro|Rionegro|COLOMBIA (CO)|NULL|NULL|RION|Rionegro|MDE|6.156751860549761|-75.37390962998232
tepoztlan|Tepoztlán|MEXICO (MX)|NULL|NULL|TPZT|Tepoztlan|CVJ|18.98045463961752|-99.09678850752188
san-pedro-de-quemes|San Pedro de Quemes|BOLIVIA (BO)|NULL|NULL|UYU1,00|San Pedro de Quemes|UYU|-21.0602093544435|-67.97512487439796
xilitla|Xilitla|MEXICO (MX)|NULL|NULL|XLTL|Xilitla|TSL|21.387436238045865|-98.99193331534767
ciudad-madero|Ciudad Madero|MEXICO (MX)|NULL|NULL|cm12|Ciudad Madero|TAM|22.28021676888389|-97.831726225283
puyo|Puyo|ECUADOR (EC)|NULL|NULL|3VV-1|Puyo|UIO|-1.468208630703998|-78.00371791737675
aculco|Aculco|MEXICO (MX)|NULL|NULL|ACU-1|Aculco|QRO|20.095859890450882|-99.83165236237812
ayamonte|Ayamonte|SPAIN (ES)|NULL|NULL|AMT-1|Ayamonte|SVQ|37.2145602166316|-7.403603428500986
arteaga|Arteaga|MEXICO (MX)|NULL|NULL|ART-1|Arteaga|SLW|25.44650280912579|-100.84646892011237
callao|Callao|PERU (PE)|-12.0629|-77.149|CALLA|Callao |LIM|-12.050734201405987|-77.13712164676353
cienaga|Ciénaga|COLOMBIA (CO)|NULL|NULL|CIENG|Cienaga|SMR|11.002275110597424|-74.2457687776154
calarca|Calarca|COLOMBIA (CO)|NULL|NULL|CLC-1|Calarca|PEI|4.528923911631139|-75.64084229719019
coatepec|Coatepec|MEXICO (MX)|NULL|NULL|COA-1|Coatepec|JAL|19.45598682075908|-96.95941614987507
combarro|Combarro|SPAIN (ES)|42.4319|-8.70649|COMBA|Combarro|VGO|42.43255058738461|-8.706109841760139
cordoba|Córdoba|COLOMBIA (CO)|NULL|NULL|COR-6|Cordoba|AXM|4.39151201254127|-75.68679176249424
copiapo|Copiapó|CHILE (CL)|NULL|NULL|CPO-1|Copiapó|CPO|-27.362689675916137|-70.32759839552455
oliva|Oliva|SPAIN (ES)|NULL|NULL|CVA40|Oliva|VLC|38.92008730859437|-0.11930465698242189
floridablanca|Floridablanca|COLOMBIA (CO)|NULL|NULL|FBC-1|Floridablanca|BGA|7.064366844783507|-73.08672148415624
filandia|Filandia|COLOMBIA (CO)|NULL|NULL|FIL-1|Filandia|PEI|4.674625106087291|-75.65833380533259
girardot|Girardot|COLOMBIA (CO)|NULL|NULL|GIR-6|Girardot|IBE|4.304938923006702|-74.80234154234881
san-juan-de-giron|San Juan De Girón|COLOMBIA (CO)|NULL|NULL|Giron|San Juan de Girón|BGA|7.073760925098227|-73.16878220134804
honda|Honda|COLOMBIA (CO)|5.2051|-74.737|Honda|Honda|MZL|5.2104739|-74.7826082
ilo|Ilo|PERU (PE)|-17.6459|-71.3453|ILO-2|Ilo|ARI|-17.64|-71.34
ipiales|Ipiales|COLOMBIA (CO)|NULL|NULL|IPI-1|Ipiales|PSO|0.8267439696748511|-77.63909574110616
jala|Jala|MEXICO (MX)|NULL|NULL|JAL-1|Jala|TPQ|21.103676081734633|-104.43668194504087
jardin|Jardín|COLOMBIA (CO)|NULL|NULL|JAR-6|Jardin|MZL|5.598758362640979|-75.81924263755087
jerico|Jericó|COLOMBIA (CO)|NULL|NULL|JER-6|Jerico|EOH|5.750732903213915|-75.74947053429513
la-macarena|La Macarena|COLOMBIA (CO)|NULL|NULL|LMC-2|La Macarena|LMC|2.1938743611971177|-73.78330097371156
la-tebaida|La Tebaida|COLOMBIA (CO)|NULL|NULL|LTC-1|La Tebaida|AXM|4.452150237868452|-75.79079049116405
las-tunas|Las Tunas|CUBA (CU)|NULL|NULL|LTN-2|Las Tunas|VTU|20.96189823920902|-76.9563690233374
livingston|Livingston|GUATEMALA (GT)|NULL|NULL|LVG-1|Livingston|PBR|15.826941788210277|-88.75771690625129
maipu|Maipú|ARGENTINA (AR)|NULL|NULL|MAI-6|Maipú|MDZ|-32.98039659738908|-68.78052101817036
moraira|Moraira|SPAIN (ES)|NULL|NULL|MRR-1|Moraira|ALC|38.688086206519245|0.13452829587848214
montenegro|Montenegro|COLOMBIA (CO)|NULL|NULL|MTN-1|Montenegro|AXM|4.565462898366519|-75.7507230556225
muros|Muros|SPAIN (ES)|42.7754|-9.05934|MUROS|Muros|SCQ|42.77472381646973|-9.057568174406015
navacerrada|Navacerrada|SPAIN (ES)|40.7331|-4.02222|NAVAC|Navacerrada|MAD|40.7264623|-4.0218996
puerto-banus|Puerto Banús|SPAIN (ES)|NULL|NULL|PBN-1|Puerto Banús|AGP|36.486629265020454|-4.955661667183705
quimbaya|Quimbaya|COLOMBIA (CO)|NULL|NULL|QUI-1|Quimbaya|PEI|4.623240381972565|-75.76345362473701
roncesvalle|Roncesvalles|COLOMBIA (CO)|3.9931|-75.6092|RCL-1|Roncesvalles|PNA|43.00959589582868|-1.3198457644847963
rio-cuarto|Río Cuarto|ARGENTINA (AR)|NULL|NULL|RCU-1|Río Cuarto|RCU|-33.136741022872414|-64.35839393874632
rodrigo|Ciudad Rodrigo|SPAIN (ES)|40.5969|-6.5225|SLM20|Ciudad Rodrigo|SLM|40.599401|-6.530716
sombrerete|Sombrerete|MEXICO (MX)|NULL|NULL|SMBRT|Sombrerete|DGO|23.635496513633683|-103.62944644417944
san-esteban|San Esteban|BELIZE (BZ)|NULL|NULL|STE55|San Esteban|BCN|41.49|1.87
tenjo|Tenjo|COLOMBIA (CO)|NULL|NULL|TEN-6|Tenjo|BOG|4.87246309709947|-74.14489987406962
tumaco|Tumaco|COLOMBIA (CO)|NULL|NULL|TNC-1|Tumaco|TCO|1.803919387846591|-78.77843435276836
villa-mercedes|Villa Mercedes|ARGENTINA (AR)|NULL|NULL|VLMRC|Villa Mercedes|LUQ|-33.67833508815163|-65.45859869134375
xicotepec|Xicotepec|MEXICO (MX)|NULL|NULL|XCTPC|Xicotepec|PAZ|20.2813112|-97.9702712
apulo|Apulo|COLOMBIA (CO)|NULL|NULL|apulo|Apulo|BOG|4.520822846185112|-74.59407904850904
nobsa|Nobsa|COLOMBIA (CO)|NULL|NULL|nobsa|Nobsa|EYP|5.7687043|-72.9418205
atocha|Atocha|BOLIVIA (BO)|NULL|NULL|ATO-22|Atocha|UYU|-20.933312668417585|-66.22064117627362
belen-de-escobar|Belén de Escobar|ARGENTINA (AR)|NULL|NULL|BEDE-1|Belén de Escobar|BUE|-34.33951055719035|-58.77881386848974
bojaca|Bojacá|COLOMBIA (CO)|NULL|NULL|Bojaca|Bojacá|BOG|4.7357071|-74.3421054
caldera|Caldera|CHILE (CL)|NULL|NULL|CAL-22|Caldera|CPO|-27.053731377176565|-70.81625625081288
calvia|Calviá|SPAIN (ES)|NULL|NULL|CALV-6|Calviá|PMI|39.5652932707562|2.504557796435904
coban|Cobán|GUATEMALA (GT)|NULL|NULL|CBN-22|Cobán|CBV|15.47331849949633|-90.38100765180243
ciudad-tula|Ciudad Tula|MEXICO (MX)|NULL|NULL|CDTULA|Ciudad Tula|CVM|22.997061343683228|-99.71238480124863
chiapa-de-corzo|Chiapa de Corzo|MEXICO (MX)|NULL|NULL|CHDC-1|Chiapa de Corzo|TGZ|16.70987221783784|-93.01588023883556
cobija|Cobija|BOLIVIA (BO)|NULL|NULL|COBI-6|Cobija|CIJ|-11.03|-68.77
comodoro-rivadavia|Comodoro Rivadavia|ARGENTINA (AR)|NULL|NULL|CORI-1|Comodoro Rivadavia|CRD|-45.86678607978206|-67.50010392791276
coroico|Coroico|BOLIVIA (BO)|NULL|NULL|CORO-1|Coroico|LPB|-16.19|-67.73
cosala|Cosalá|MEXICO (MX)|NULL|NULL|COSA-1|Cosalá|CUL|24.41382146489137|-106.68937305379029
creel|Creel|MEXICO (MX)|NULL|NULL|CREE-1|Creel|CUU|27.75247888592591|-107.63497734683791
dolores-25634|Dolores|URUGUAY (UY)|NULL|NULL|DOLO-6|Dolores|CYR|-33.528981979588|-58.2168231771069
el-rosario|El Rosario|MEXICO (MX)|NULL|NULL|ELRO-1|El Rosario|MZT|22.75060654949999|-105.37570337092089
formosa|Formosa|ARGENTINA (AR)|NULL|NULL|FORM-1|Formosa|FMA|-26.18020926621226|-58.18174082999228
fray-bentos|Fray Bentos|URUGUAY (UY)|NULL|NULL|FRBE-1|Fray Bentos|CYR|-33.135661208132284|-58.29877115005124
guabito|Guabito|PANAMA (PA)|NULL|NULL|GUA123|Guabito|BOC|9.49460982|-82.611396
garzon|Garzón|COLOMBIA (CO)|NULL|NULL|Garzon|Garzón|GLJ|2.1976509775917066|-75.62735775308695
hanga-roa|Hanga Roa|CHILE (CL)|NULL|NULL|HARO-1|Hanga Roa|IPC|-27.150276845490335|-109.4282026669354
huamantla|Huamantla|MEXICO (MX)|NULL|NULL|HUAM-1|Huamantla|TXA|19.313608052472418|-97.92219855847078
luque|Luque|PARAGUAY (PY)|NULL|NULL|LUQE-1|Luque|ASU|-25.252804294900827|-57.47611610007168
san-luis-rio-colorado|San Luis Río Colorado|MEXICO (MX)|NULL|NULL|MURO-6|San Luis Río Colorado|MXL|32.44448902809667|-114.78106154504583
melgar|Melgar|COLOMBIA (CO)|4.2035|-74.6433|Melgar|Melgar|IBE|4.2027815|-74.6530033
nicoya|Nicoya|COSTA RICA (CR)|NULL|NULL|Nicoya|Nicoya|LIR|10.147847709884857|-85.45350830368668
puerto-ayora|Puerto Ayora|ECUADOR (EC)|NULL|NULL|PAY-22|Puerto Ayora|GPS|-0.7439539530672334|-90.31831219448942
paysandu|Paysandú|URUGUAY (UY)|NULL|NULL|PAYS-1|Paysandú|STY|-32.33938737404051|-58.05484966310004
pedasi|Pedasí|PANAMA (PA)|NULL|NULL|PED-22|Pedasí|CTD|7.5390354195317855|-80.02502415994081
punta-sal|Punta Sal|PERU (PE)|NULL|NULL|PUN-33|Punta Sal|TYL|-3.9964654890764097|-80.9740447998047
puerto-quijarro|Puerto Quijarro|BOLIVIA (BO)|NULL|NULL|PUQU-1|Puerto Quijarro|PSZ|-19.004427872190732|-57.72460320335753
puerto-villamil|Puerto Villamil|ECUADOR (EC)|NULL|NULL|PUVI-1|Puerto Villamil|GPS|-0.9547291033932908|-90.96615240938374
retalhuleu|Retalhuleu|GUATEMALA (GT)|NULL|NULL|RET-22|Retalhuleu|AAZ|14.553271636521183|-91.683307710828
rivera|Rivera|URUGUAY (UY)|NULL|NULL|Rivera|Rivera|RVY|-30.93831311255844|-55.55609094244649
san-marcos-la-laguna|San Marcos La Laguna|GUATEMALA (GT)|NULL|NULL|SAA-22|San Marcos La Laguna|GUA|14.723617997043146|-91.25976364325315
salto|Salto|URUGUAY (UY)|NULL|NULL|SALT-1|Salto|STY|-31.346540949933093|-57.89398568297935
san-juan-la-laguna|San Juan La Laguna|GUATEMALA (GT)|NULL|NULL|SAM-22|San Juan La Laguna|GUA|14.694626517081062|-91.28704948390101
sayulita|Sayulita|MEXICO (MX)|NULL|NULL|SAYU-6|Sayulita|PVR|20.8688187304557|-105.44000994176581
san-carlos|San Carlos|COSTA RICA (CR)|NULL|NULL|SCCR-1|San Carlos|FON|10.567807218449289|-84.46880257639877
taltal|Taltal|CHILE (CL)|NULL|NULL|TAT-22|Taltal|ESR|-25.266932865247025|-69.85835770590657
topolobampo|Topolobampo|MEXICO (MX)|NULL|NULL|TOPO-1|Topolobampo|LMM|25.600272050932702|-109.05247131648473
tota|Tota|COLOMBIA (CO)|NULL|NULL|TOTA-6|Tota|EYP|5.5607816297559225|-72.98573685993789
vichayito|Vichayito|PERU (PE)|NULL|NULL|VIC-21|Vichayito|TYL|-4.144186314941365|-81.1075079691983
villa-tunari|Villa Tunari|BOLIVIA (BO)|NULL|NULL|VITU-1|Villa Tunari|CBB|-16.976819192341708|-65.42138176664905
zorritos|Zorritos|PERU (PE)|-3.68043|-80.68|ZOR-22|Zorritos|TBP|-3.617589124412154|-80.50781250000001
la-mesa|La Mesa|COLOMBIA (CO)|NULL|NULL|lamesa|La Mesa|BOG|4.632309298537066|-74.4628054111597
ambato|Ambato|ECUADOR (EC)|NULL|NULL|ABT-002|Ambato|ATF|-1.241667|-78.619722
arauca|Arauca|COLOMBIA (CO)|NULL|NULL|ARC-002|Arauca|AUC|7.083333|-70.75
azogues|Azogues|ECUADOR (EC)|NULL|NULL|AZG-002|Azogues|CUE|-2.7365455582160507|-78.84619788643563
aguazul|Aguazul|COLOMBIA (CO)|NULL|NULL|Aguazul|Aguazul|EYP|5.1716985095767996|-72.55068893936668
apizaco|Apizaco|MEXICO (MX)|NULL|NULL|Apizaco|Apizaco|TXA|19.414184710200047|-98.13998660809774
riobamba|Riobamba|ECUADOR (EC)|NULL|NULL|BAMBA-6|Riobamba|ATF|-1.67239925270826|-78.64937601733371
boca-del-rio|Boca del RÍo|MEXICO (MX)|NULL|NULL|BCR-002|Boca del Río|VER|19.105556|-96.107778
