turismoi_slug_place|turismoi_city_name|turismoi_country|turismoi_latitude|turismoi_longitude|travelC_provider_code|travelC_city_name|travelC_country|travelC_latitude|travelC_longitude
buga|Buga|COLOMBIA (CO)|3.9005|-76.3021|BGA-002|Buga|ULQ|3.8997223058612605|-76.30098376391895
buenaventura|Buenaventura|COLOMBIA (CO)|NULL|NULL|BVR-002|Buenaventura|BUN|3.874231899683167|-77.06025164150867
boyaca|Boyacá|COLOMBIA (CO)|NULL|NULL|BYC-002|Boyacá|BAC|5.454167|-73.361944
chanaral|Chañaral|CHILE (CL)|NULL|NULL|CHAN-22|Chañaral|ESR|-26.350767162516796|-70.6238788092479
cotacachi|Cotacachi|ECUADOR (EC)|NULL|NULL|CHI-002|Cotacachi|UIO|0.3|-78.266667
camiri|Camiri|BOLIVIA (BO)|NULL|NULL|CMR-002|Camiri|TJA|-20.04307892887472|-63.51823387366477
copacabana|Copacabana|BOLIVIA (BO)|NULL|NULL|CPA-002|Copacabana|LPB|-16.166667|-69.083333
cayambe|Cayambe|ECUADOR (EC)|NULL|NULL|CYB-002|Cayambe|UIO|0.04128403935986569|-78.14162735324358
valle-de-guadalupe|Valle de Guadalupe|MEXICO (MX)|NULL|NULL|ESE-467|Valle de Guadalupe|ESE|32.09406855554526|-116.57088067212578
espinal|Espinal|COLOMBIA (CO)|NULL|NULL|ESPINAL|Espinal|PNA|42.97892641251366|-1.3688261221928997
fresnillo|Fresnillo|MEXICO (MX)|NULL|NULL|FSL-002|Fresnillo|ZCL|NULL|-102.8675
guano|Guano|ECUADOR (EC)|NULL|NULL|GNO-002|Guano|ATF|-1.6032982952750814|-78.64273206712083
guaranda|Guaranda|ECUADOR (EC)|NULL|NULL|GRA-002|Guaranda|ATF|-1.6|-79.0
guasave|Guasave|MEXICO (MX)|NULL|NULL|GUASA-6|Guasave|LMM|25.57400676537023|-108.46711113612648
ibarra|Ibarra|ECUADOR (EC)|NULL|NULL|IBR-002|Ibarra|UIO|0.3335787794633376|-78.11429838612845
jarabacoa|Jarabacoa|DOMINICAN REPUBLIC (DO)|NULL|NULL|JBC-002|Jarabacoa|COZ|19.118942416035978|-70.64221291672095
sorata|Sorata|BOLIVIA (BO)|NULL|NULL|LPB-SOR|Sorata|LPB|-15.72743505314969|-68.61886743747016
latacunga|Latacunga|ECUADOR (EC)|NULL|NULL|LTA-002|Latacunga|ATF|-0.931939|-78.616078
machala|Machala|ECUADOR (EC)|NULL|NULL|MCL-002|Machala|MCH|-3.2534367566956917|-79.96522798640328
macas|Macas|ECUADOR (EC)|NULL|NULL|MCS-002|Macas|XMS|-2.3037639805703236|-78.11749687148402
malinalco|Malinalco|MEXICO (MX)|NULL|NULL|MLO-002|Malinalco|CVJ|18.948333|-99.494722
montemorelos|Montemorelos|MEXICO (MX)|NULL|NULL|MMS-002|Montemorelos|MTY|25.187219|-99.826669
mapimi|Mapimí|MEXICO (MX)|NULL|NULL|MPI-002|Mapimí|TRC|25.833056|-103.847778
montecristi|Montecristi|ECUADOR (EC)|NULL|NULL|MTC-002|Montecristi|MEC|-1.0497837304159958|-80.66034094458573
panajachel|Panajachel|GUATEMALA (GT)|NULL|NULL|PANAJ-6|Panajachel|AQB|14.745288834730431|-91.15242292379963
pena-de-bernal|Peña de Bernal|MEXICO (MX)|NULL|NULL|PBL-002|Peña de Bernal|QRO|20.748194|-99.948611
pococi|Pococí|COSTA RICA (CR)|NULL|NULL|PCI-002|Pococi|SYQ|10.57661643720327|-83.55056722642037
pedernales|Pedernales|DOMINICAN REPUBLIC (DO)|NULL|NULL|PDN-001|Pedernales|BRX|18.05361774680732|-71.74324548206273
el-penol|El Peñol|COLOMBIA (CO)|NULL|NULL|PNL-002|El Peñol|MDE|6.224829450206585|-75.24473423356072
patate|Patate|ECUADOR (EC)|NULL|NULL|-PTE2,00|Patate|ATF|-1.3109898894151826|-78.50630354867687
rurrenabaque|Rurrenabaque|BOLIVIA (BO)|NULL|NULL|RRB-002|Rurrenabaque|RBQ|-14.442222|-67.528333
robore|Roboré|BOLIVIA (BO)|NULL|NULL|Robore1|Robore|VVI|-18.329378603120887|-59.74457392218716
sucre|Sucre|COLOMBIA (CO)|NULL|NULL|SCE-002|Sucre|CZU|9.3|-75.4
las-salinas|Las Salinas|DOMINICAN REPUBLIC (DO)|NULL|NULL|SLN-002|Las Salinas|BRX|18.27849084436859|-71.31577633768721
san-luis|San Luis|COLOMBIA (CO)|NULL|NULL|SLS-002|San Luis|ADZ|12.530431209554436|-81.70965564816618
sasaima|Sasaima|COLOMBIA (CO)|NULL|NULL|Sasaima|Sasaima|BOG|4.964688723428921|-74.4342787337878
olavarria|Olavarría|ARGENTINA (AR)|NULL|NULL|TDL-369|Olavarría|TDL|-36.89497135585843|-60.318560223210866
tahua|Tahua|BOLIVIA (BO)|NULL|NULL|THA-002|Tahua|UYU|-19.890833|-67.694167
tupiza|Tupiza|BOLIVIA (BO)|NULL|NULL|TJA-495|Tupiza|TJA|-21.42393120980583|-65.71351013164781
tulcan|Tulcán|ECUADOR (EC)|NULL|NULL|TLN-002|Tulcan|TUA|0.811667|-77.718611
tena|Tena|ECUADOR (EC)|NULL|NULL|TNA-002|Tena|ATF|NULL|-77.8159
atuntaqui|Atuntaqui|ECUADOR (EC)|NULL|NULL|TQI-002|Atuntaqui|UIO|0.331667|-78.218889
trinidad-25917|Trinidad|BOLIVIA (BO)|NULL|NULL|TRINI-6|Trinidad|TDD|-14.83|-64.9
viedma|Viedma|ARGENTINA (AR)|NULL|NULL|VDM-002|Viedma|VDM|-40.8|-63.0
villazon|Villazón|BOLIVIA (BO)|NULL|NULL|VILL-22|Villazón|TJA|-22.06575136086822|-65.60082313826186
yacuiba|Yacuiba|BOLIVIA (BO)|NULL|NULL|YAC-001|Yacuiba|BYC|-22.010186074329184|-63.66355561493461
yumbo|Yumbo|COLOMBIA (CO)|NULL|NULL|YBO-002|Yumbo|CLO|3.5828503177796023|-76.49416503785594
zamora|Zamora|ECUADOR (EC)|NULL|NULL|ZRA-002|Zamora|LOH|-4.069167|-78.956667
zaruma|Zaruma|ECUADOR (EC)|NULL|NULL|ZRM-002|Zaruma|LOH|-3.6922582808904707|-79.6095116608044
fuquene|Fúquene|COLOMBIA (CO)|NULL|NULL|fuquene|Fúquene|BOG|5.4039164|-73.7977606
riberalta|Riberalta|BOLIVIA (BO)|NULL|NULL|rib-111|Riberalta|RIB|-11.004816277726079|-66.06352542409778
villeta|Villeta|COLOMBIA (CO)|NULL|NULL|villeta|Villeta|BOG|5.0114380770472025|-74.4706334520894
quetzaltenango|Quetzaltenango|GUATEMALA (GT)|NULL|NULL|AQB-0112|Quetzaltenango|AAZ|14.846175415481355|-91.5166820035274
alausi|Alausí|ECUADOR (EC)|NULL|NULL|Alaus123|Alausí|CUE|-2.198607|-78.8467579
anapoima|Anapoima|COLOMBIA (CO)|NULL|NULL|Anapoima|Anapoima|BOG|4.550612888874724|-74.53601632205594
corrales|Corrales|COLOMBIA (CO)|NULL|NULL|Corrales|Corrales|EYP|5.829234571315169|-72.84501041582091
monterrico|Monterrico|GUATEMALA (GT)|NULL|NULL|GUA-8987|Monterrico|GUA|13.929704656238542|-90.67902452208419
la-dorada|La Dorada|COLOMBIA (CO)|NULL|NULL|LaDorada|La Dorada|MZL|5.456292513943211|-74.66417813198372
morelos|Morelos|MEXICO (MX)|NULL|NULL|MORELO-6|Morelos |CVJ|18.751159505486527|-99.08708008410957
puerto-aventuras|Puerto Aventuras|MEXICO (MX)|NULL|NULL|PUERTOAV|Puerto Aventuras|CUN|20.507007482035377|-87.23108404414633
pajarito|Pajarito|COLOMBIA (CO)|NULL|NULL|Pajarito|Pajarito|EYP|5.2933094|-72.7034427
tibasosa|Tibasosa|COLOMBIA (CO)|NULL|NULL|Tibasosa|Tibasosa|EYP|5.7466233|-73.002822
carmelo|Carmelo|URUGUAY (UY)|NULL|NULL|CARMELO-6|Carmelo|CYR|-33.99660909829362|-58.28518572662772
cartago|Cartago|COSTA RICA (CR)|NULL|NULL|CARTAGO-6|Cartago|SYQ|9.874991964656672|-83.90952449932
chinchina|Chinchiná|COLOMBIA (CO)|NULL|NULL|Chinchina|Chinchiná|MZL|4.98394024461669|-75.60547299924015
cuetzalan|Cuetzalan|MEXICO (MX)|NULL|NULL|Cuetzalan|Cuetzalan|PAZ|20.018538285980313|-97.5215479862487
magdalena-de-kino|Magdalena de Kino|MEXICO (MX)|NULL|NULL|MDEKINO-6|Magdalena de Kino|NOG|30.62775393316406|-110.96138562673626
nueva-palmira|Nueva Palmira|URUGUAY (UY)|NULL|NULL|PALMIRA-6|Nueva Palmira|CYR|-33.87051348067145|-58.406989317248076
ramon-santana|Ramón Santana|DOMINICAN REPUBLIC (DO)|NULL|NULL|SANTANA-6|Ramón Santana|LRM|18.543870120731853|-69.18016526362472
samaipata|Samaipata|BOLIVIA (BO)|NULL|NULL|Samaipata|Samaipata|VVI|-18.18|-63.88
santa-rosa|Santa Rosa|ARGENTINA (AR)|NULL|NULL|SantaRosa|Santa Rosa|RSA|-36.60438296637458|-64.29137425030241
santiago-del-estero|Santiago del Estero|ARGENTINA (AR)|NULL|NULL|SantiagoE|Santiago del Estero|SDE|-27.548293147076812|-64.28131367104928
tocancipa|Tocancipá|COLOMBIA (CO)|NULL|NULL|Tocancipa|Tocancipá|BOG|4.966328753624609|-73.91123989431587
casablanca|Casablanca|CHILE (CL)|-33.319|-71.4076|Casablanca|Casablanca|SCL|-33.31407743437401|-71.41658839478211
facatativa|Facatativá|COLOMBIA (CO)|NULL|NULL|Facatativa|Facatativá|BOG|4.810459311935844|-74.3540261482853
guayacanes|Guayacanes|DOMINICAN REPUBLIC (DO)|NULL|NULL|Guayacanes|Guayacanes|SDQ|18.423137|-69.457768
san-gregorio-de-polanco|San Gregorio de Polanco|URUGUAY (UY)|NULL|NULL|SANGREGO-6|San Gregorio de Polanco|MVD|-32.616090689790255|-55.83466345258441
campoalegre|Campoalegre|COLOMBIA (CO)|NULL|NULL|Campoalegre|Campoalegre|NVA|2.6857171608491655|-75.3262624401992
maldonado|Maldonado|URUGUAY (UY)|NULL|NULL|MALDONADO-6|Maldonado|MDO|-34.9069385641241|-54.95746319690849
piriapolis|Piriápolis|URUGUAY (UY)|NULL|NULL|PIRIPOLIS-6|Piriápolis|MVD|-34.86853295116371|-55.27246915198579
san-juan-bautista-tuxtepec|San Juan Bautista Tuxtepec|MEXICO (MX)|NULL|NULL|SJBTuxtepec|San Juan Bautista Tuxtepec|VER|18.08848786253968|-96.12202399831055
sutamarchan|Sutamarchán|COLOMBIA (CO)|NULL|NULL|Sutamarchan|Sutamarchán|BOG|5.621363312594909|-73.62052530736513
tlaquepaque|Tlaquepaque|MEXICO (MX)|NULL|NULL|Tlaquepaque|Tlaquepaque|GDL|20.616667|-103.316667
chiquinquira|Chiquinquirá|COLOMBIA (CO)|NULL|NULL|Chiquinquira|Chiquinquirá|BOG|5.619170512925606|-73.81655684767317
ciudad-valles|Ciudad Valles|MEXICO (MX)|NULL|NULL|CiudadValles|Ciudad Valles|TSL|21.993880169204672|-99.01490686778934
rafael-freyre|Rafael Freyre|CUBA (CU)|NULL|NULL|RafaelFreyre|Rafael Freyre|HOG|21.028199427940947|-75.99687242738263
san-antonio|San Antonio|CHILE (CL)|NULL|NULL|sanantoniocl|San Antonio|SCL|-33.59197411890201|-71.6166435466733
zamora-de-hidalgo|Zamora de Hidalgo|MEXICO (MX)|NULL|NULL|ZamoradeHidalgo|Zamora de hidalgo|ZMM|19.980438584122965|-102.28367238913783
santa-rosa-de-cabal|Santa Rosa De Cabal|COLOMBIA (CO)|NULL|NULL|SantaRosadecabal|Santa Rosa de Cabal|PEI|4.884995|-75.639019
